"Gene.symbol","Gene.chromosome.primaryIdentifier","Gene.chromosomeLocation.start","Gene.chromosomeLocation.end","Gene.chromosomeLocation.strand","Gene.featureType"
"MCX1","chrII","673572","675134","-1","ORF"
"SGM1","chrX","673729","675852","-1","ORF"
"YMC1","chrXVI","673751","674674","1","ORF"
"","chrXII","673828","673944","-1","ORF"
"","chrXVI","674314","674700","-1","ORF"
"DCI1","chrXV","674352","675167","-1","ORF"
"NEJ1","chrXII","674427","675455","-1","ORF"
"ARO7","chrXVI","674861","675631","-1","ORF"
"BUD17","chrXIV","674923","675876","1","ORF"
"SLX1","chrII","675313","676227","1","ORF"
"PDR8","chrXII","675619","677724","-1","ORF"
"RRP46","chrVII","675671","676342","-1","ORF"
"","chrXIII","675896","676837","1","ORF"
"LAS17","chrXV","675939","677840","1","ORF"
"JID1","chrXVI","675977","676882","-1","ORF"
"MCM22","chrX","676059","676778","-1","ORF"
"FOB1","chrIV","676102","677802","1","ORF"
"CPR8","chrXIV","676177","677103","1","ORF"
"ROT2","chrII","676357","679221","-1","ORF"
"TPC1","chrVII","676621","677565","1","ORF"
"TIM8","chrX","676971","677234","1","ORF"
"FCY1","chrXVI","677165","677641","1","ORF"
"HFA1","chrXIII","677193","683564","-1","ORF"
"ZNG1","chrXIV","677199","678488","-1","ORF"
"TTI2","chrX","677441","678706","-1","ORF"
"","chrXVI","677812","678320","-1","ORF"
"RPS30B","chrXV","678191","678793","-1","ORF"
"BOP2","chrXII","678212","679924","1","ORF"
"ALT2","chrIV","678241","679764","-1","ORF"
"ASK10","chrVII","678695","682135","1","ORF"
"ALG12","chrXIV","678799","680454","1","ORF"
"FYV12","chrXV","678872","679261","1","ORF"
"","chrXVI","678951","679370","1","ORF"
"MET5","chrX","678957","683285","-1","ORF"
"SER1","chrXV","679357","680544","1","ORF"
"IRC2","chrIV","679544","679852","1","ORF"
"OM14","chrII","679549","680050","-1","ORF"
"ROX1","chrXVI","679693","680799","1","ORF"
"SEC22","chrXII","680200","680844","1","ORF"
"COQ21","chrII","680362","680562","1","ORF"
"PDS1","chrIV","680496","681617","-1","ORF"
"SNR36","chrXV","680685","680866","-1","snoRNA gene"
"LSR1","chrII","680688","681862","-1","snRNA gene"
"SSK2","chrXIV","680694","685433","-1","ORF"
"","chrXII","680866","681216","-1","ORF"
"DCS1","chrXII","681186","682238","1","ORF"
"UBA3","chrXVI","681213","682112","1","ORF"
"GSP2","chrXV","681444","682106","-1","ORF"
"","chrIV","681924","682226","-1","ORF"
"MRX14","chrIV","682175","682492","1","ORF"
"SWC5","chrII","682179","683090","-1","ORF"
"ISA2","chrXVI","682220","682777","1","ORF"
"ESP1","chrVII","682566","687458","-1","ORF"
"MRPL1","chrIV","682724","683581","-1","ORF"
"CMG1","chrXII","682737","683561","1","ORF"
"HOS1","chrXVI","682941","684353","-1","ORF"
"","chrXV","683111","683545","1","ORF"
"","chrXV","683329","683538","-1","ORF"
"","chrII","683373","683732","-1","ORF"
"PBP2","chrII","683428","684669","1","ORF"
"YCS4","chrXII","683672","687202","-1","ORF"
"TMA64","chrIV","683946","685643","-1","ORF"
"TUF1","chrXV","684030","685343","1","ORF"
"ERG12","chrXIII","684467","685798","1","ORF"
"SPE3","chrXVI","684556","685437","-1","ORF"
"IML1","chrX","684567","689321","1","ORF"
"DAD3","chrII","684977","685261","1","ORF"
"ARC40","chrII","685438","686592","-1","ORF"
"MSB1","chrXV","685767","689180","1","ORF"
"APC4","chrIV","685882","687840","1","ORF"
"MED1","chrXVI","685898","687598","1","ORF"
"","chrXIII","685911","687284","-1","ORF"
"PPG1","chrXIV","686010","687116","1","ORF"
"VHC1","chrII","686901","690263","1","ORF"
"HUB1","chrXIV","687243","687464","-1","ORF"
"MGL2","chrXIII","687516","688865","1","ORF"
"ABZ1","chrXIV","687635","689998","1","ORF"
"","chrIV","687768","687884","1","ORF"
"","chrXII","687859","687932","-1","tRNA gene"
"TEL2","chrVII","687899","689965","1","ORF"
"","chrXVI","688172","688807","1","ORF"
"VBA4","chrIV","688227","690533","1","ORF"
"DML1","chrXIII","689083","690510","1","ORF"
"PIG1","chrXII","689083","691029","-1","ORF"
"HOM6","chrX","689445","690524","-1","ORF"
"SUP16","chrXVI","689565","689646","1","tRNA gene"
"IES4","chrXV","689624","689974","1","ORF"
"NOT5","chrXVI","690107","691789","1","ORF"
"MDR1","chrVII","690245","693097","1","ORF"
"SOL1","chrXIV","690321","691286","1","ORF"
"ABD1","chrII","690383","691693","-1","ORF"
"EFR3","chrXIII","690695","693043","-1","ORF"
"SPR1","chrXV","690695","692032","1","ORF"
"HIR3","chrX","690750","695696","-1","ORF"
"","chrX","690961","691110","1","ORF"
"COX26","chrIV","691014","691214","1","ORF"
"TRM1","chrIV","691549","693261","-1","ORF"
"MCM5","chrXII","691555","693882","1","ORF"
"LTP1","chrXVI","691933","692418","-1","ORF"
"PRP5","chrII","691969","694518","1","ORF"
"ULS1","chrXV","692475","697334","1","ORF"
"EGO4","chrXIV","692561","692857","1","ORF"
"TKL1","chrXVI","692796","694838","-1","ORF"
"ARC35","chrXIV","693019","694047","-1","ORF"
"PCP1","chrVII","693363","694403","1","ORF"
"CEF1","chrXIII","693381","695153","1","ORF"
"DPB4","chrIV","693585","694175","1","ORF"
"MRPS12","chrXIV","694361","694822","-1","ORF"
"SMD2","chrXII","694378","694800","1","ORF"
"GTF1","chrVII","694584","695135","-1","ORF"
"KIN1","chrIV","694700","697894","1","ORF"
"","chrXVI","695018","695188","1","ORF"
"DBP9","chrXII","695046","696830","-1","ORF"
"RSM19","chrXIV","695052","695327","-1","ORF"
"","chrII","695107","697302","-1","ORF"
"SCJ1","chrXIII","695350","696483","1","ORF"
"NOP7","chrVII","695417","697234","1","ORF"
"DBP6","chrXIV","695595","697484","1","ORF"
"OPY2","chrXVI","695737","696819","-1","ORF"
"IPA1","chrX","695906","696949","1","ORF"
"","chrXVI","696476","696850","1","ORF"
"GAS3","chrXIII","696796","698370","1","ORF"
"","chrXVI","697131","697502","-1","ORF"
"","chrX","697141","698169","1","ORF"
"","chrXVI","697147","698265","-1","ORF"
"YSH1","chrXII","697156","699495","-1","ORF"
"SRB5","chrVII","697445","698368","-1","ORF"
"ZRG17","chrXIV","697614","699431","-1","ORF"
"PMT4","chrX","698326","700614","-1","ORF"
"ERT1","chrII","698354","699943","-1","ORF"
"INO2","chrIV","698554","699468","-1","ORF"
"VMA21","chrVII","698599","698832","1","ORF"
"THI72","chrXV","698768","700567","-1","ORF"
"SKY1","chrXIII","698811","701039","-1","ORF"
"MRL1","chrXVI","698869","700014","1","ORF"
"VOA1","chrVII","698989","699786","-1","ORF"
"MRX15","chrXIV","699690","700460","1","ORF"
"","chrXII","699999","704024","-1","ORF"
"","chrIV","700315","701289","1","ORF"
"THI2","chrII","700490","701842","-1","ORF"
"COQ2","chrXIV","700541","701659","-1","ORF"
"TEF1","chrXVI","700594","701970","1","ORF"
"","chrVII","700675","700756","1","tRNA gene"
"MGM101","chrX","700882","701691","1","ORF"
"","chrVII","700953","701048","-1","tRNA gene"
"","chrXIV","701238","701666","1","ORF"
"ECM18","chrIV","701397","702758","-1","ORF"
"GUA1","chrXIII","701790","703367","1","ORF"
"MVD1","chrXIV","701895","703085","1","ORF"
"RPS4A","chrX","702027","703068","-1","ORF"
"GRS2","chrXVI","702114","703970","-1","ORF"
"VVS1","chrII","702589","704055","-1","ORF"
"","chrVII","702667","703116","1","ORF"
"SWF1","chrIV","703234","704244","1","ORF"
"TRS130","chrXIII","703579","706887","-1","ORF"
"CLB1","chrVII","703636","705051","1","ORF"
"AGA1","chrXIV","703699","705876","1","ORF"
"","chrX","703885","704238","1","ORF"
"","chrXV","703988","704224","-1","ORF"
"HMS2","chrX","704196","705272","1","ORF"
"DIB1","chrXVI","704225","704656","-1","ORF"
"","chrXII","704309","704698","1","ORF"
"","chrXV","704419","709732","-1","transposable element gene"
"","chrXII","704483","704833","-1","ORF"
"ARO1","chrIV","704484","709250","1","ORF"
"RSO55","chrXII","704493","704960","-1","ORF"
"","chrII","704670","705386","1","ORF"
"MDM36","chrXVI","704854","706593","1","ORF"
"","chrXII","705071","705412","-1","ORF"
"PUT7","chrXII","705186","706130","1","ORF"
"CLB6","chrVII","705359","706501","-1","ORF"
"ALG7","chrII","705447","706793","-1","ORF"
"BAT2","chrX","705744","706874","1","ORF"
"PET494","chrXIV","706139","707608","1","ORF"
"ECI1","chrXII","706198","707040","-1","ORF"
"","chrXVI","706972","708342","1","ORF"
"","chrVII","707108","707179","-1","tRNA gene"
"ESC1","chrXIII","707133","712109","1","ORF"
"","chrX","707160","708374","1","ORF"
"NNT1","chrXII","707360","708145","1","ORF"
"GPX2","chrII","707528","708016","1","ORF"
"","chrVII","707610","708482","1","transposable element gene"
"","chrVII","707610","712254","1","transposable element gene"
"TRM112","chrXIV","707788","708195","1","ORF"
"ISW1","chrII","708150","711539","-1","ORF"
"","chrXII","708168","708338","-1","ORF"
"","chrXV","708416","709732","-1","transposable element gene"
"CTS1","chrXII","708448","710136","-1","ORF"
"ASA1","chrXVI","708497","709828","-1","ORF"
"FPK1","chrXIV","708523","711204","1","ORF"
"","chrXII","708562","708696","1","ORF"
"DAN1","chrX","708811","709707","-1","ORF"
"MTC5","chrIV","709549","712995","1","ORF"
"SUA7","chrXVI","710101","711138","1","ORF"
"IMT1","chrXV","710201","710272","1","tRNA gene"
"PEX27","chrXV","710446","711576","1","ORF"
"","chrXII","710991","712058","-1","ORF"
"VPS69","chrXVI","711354","711674","1","ORF"
"SRP54","chrXVI","711403","713028","-1","ORF"
"RRT2","chrII","711591","712754","1","ORF"
"","chrXIV","711630","712811","1","ORF"
"TOA1","chrXV","711683","712543","-1","ORF"
"DAN4","chrX","712255","715740","-1","ORF"
"ERG8","chrXIII","712316","713671","1","ORF"
"RPS30A","chrXII","712537","713158","-1","ORF"
"SLK19","chrXV","712866","715331","1","ORF"
"ENP1","chrII","713004","714455","-1","ORF"
"MSO1","chrXIV","713023","713655","-1","ORF"
"","chrXVI","713275","715941","1","ORF"
"SAC6","chrIV","713340","715379","-1","ORF"
"MEC3","chrXII","713480","714904","-1","ORF"
"CLD1","chrVII","713709","715046","1","ORF"
"","chrXVI","713728","715938","1","ORF"
"FMP42","chrXIII","713931","715445","-1","ORF"
"LYS9","chrXIV","714048","715388","-1","ORF"
"HIS7","chrII","714807","716465","-1","ORF"
"GUF1","chrXII","715089","717026","1","ORF"
"LIP5","chrXV","715593","716837","-1","ORF"
"FSH2","chrXIII","715638","716309","-1","ORF"
"FIN1","chrIV","715747","716622","-1","ORF"
"","chrVII","715828","717030","1","ORF"
"SNR49","chrXIV","716120","716284","1","snoRNA gene"
"NVJ2","chrXVI","716156","718468","-1","ORF"
"UBP8","chrXIII","716715","718130","1","ORF"
"BRE5","chrXIV","716780","718327","-1","ORF"
"","chrIV","716790","718460","-1","ORF"
"ARO4","chrII","716882","717994","-1","ORF"
"MCA1","chrXV","717086","718384","1","ORF"
"COQ11","chrXII","717145","717978","-1","ORF"
"SHY1","chrVII","717358","718527","1","ORF"
"","chrX","717580","717630","1","ORF"
"GCD7","chrXII","718317","719462","-1","ORF"
"","chrXVI","718379","718684","1","ORF"
"MRE11","chrXIII","718575","720653","-1","ORF"
"BFR1","chrXV","718653","720065","-1","ORF"
"SNR51","chrXVI","718700","718806","-1","snoRNA gene"
"MRX16","chrIV","718816","720303","-1","ORF"
"SNR70","chrXVI","718887","719050","-1","snoRNA gene"
"DAM1","chrVII","718893","719924","1","ORF"
"SPO23","chrII","719033","720604","1","ORF"
"SNR41","chrXVI","719148","719242","-1","snoRNA gene"
"POP2","chrXIV","719346","720647","-1","ORF"
"ASR1","chrXVI","719558","720424","-1","ORF"
"DAL5","chrX","719666","721297","1","ORF"
"SEC72","chrXII","719789","720370","-1","ORF"
"","chrXV","720181","720510","1","ORF"
"","chrVII","720265","720654","-1","ORF"
"","chrVII","720372","721151","-1","ORF"
"SPT6","chrVII","720409","724764","1","ORF"
"","chrXV","720417","720815","1","ORF"
"MRM1","chrXV","720470","721708","-1","ORF"
"RDS3","chrXVI","720637","720960","1","ORF"
"GSP1","chrXII","720771","721430","-1","ORF"
"MRPL44","chrXIII","720960","721403","-1","ORF"
"","chrIV","720962","721297","-1","ORF"
"SYT1","chrXVI","721037","724717","-1","ORF"
"CCW22","chrIV","721071","721481","-1","blocked reading frame"
"NOG2","chrXIV","721120","723112","-1","ORF"
"MRPS5","chrII","721390","722313","1","ORF"
"ORA1","chrXIII","721593","722396","-1","ORF"
"","chrXII","721701","722030","-1","ORF"
"SNR191","chrXIV","721938","722211","-1","snoRNA gene"
"HIS3","chrXV","721946","722608","1","ORF"
"ATP14","chrXII","721999","722373","-1","ORF"
"","chrXV","722565","722918","1","ORF"
"DUT1","chrII","722611","723054","1","ORF"
"TAF7","chrXIII","722613","724385","-1","ORF"
"PGU1","chrX","722815","723900","1","ORF"
"DED1","chrXV","722911","724725","1","ORF"
"","chrXII","722978","723304","1","ORF"
"YCF1","chrIV","723004","727551","-1","ORF"
"SRB6","chrII","723270","723635","1","ORF"
"ESF2","chrXIV","723356","724306","-1","ORF"
"TRS20","chrII","723736","724263","-1","ORF"
"","chrXII","724044","724433","1","ORF"
"MTC4","chrII","724456","726540","1","ORF"
"MTF1","chrXIII","724626","725651","1","ORF"
"YHC1","chrXII","724721","725416","-1","ORF"
"","chrXVI","724842","725144","-1","ORF"
"","chrVII","725049","726479","-1","ORF"
"LEC1","chrXVI","725394","728615","1","ORF"
"GEP3","chrXV","725564","727234","-1","ORF"
"","chrX","725784","726824","1","ORF"
"RRP5","chrXIII","725934","731123","-1","ORF"
"ECM38","chrXII","726069","728051","1","ORF"
"","chrXIV","726134","726217","-1","tRNA gene"
"RCF3","chrII","726618","727074","-1","ORF"
"RPS23A","chrVII","726974","727730","1","ORF"
"RIB5","chrII","727386","728102","-1","ORF"
"AAD10","chrX","727405","728271","1","ORF"
"NOC2","chrXV","727512","729644","1","ORF"
"VPS61","chrIV","727711","728283","-1","ORF"
"","chrXII","727911","728003","-1","ORF"
"NUP57","chrVII","728046","729671","-1","ORF"
"RGP1","chrIV","728259","730250","1","ORF"
"HOL1","chrXIV","728426","730186","-1","ORF"
"THI11","chrX","728574","729596","-1","ORF"
"POP4","chrII","728885","729724","1","ORF"
"TMH18","chrXVI","728947","729528","-1","ORF"
"EXG1","chrXII","728955","730301","1","ORF"
"SHG1","chrII","729734","730162","-1","ORF"
"","chrXVI","729757","730113","-1","ORF"
"MRPL51","chrXVI","729791","730213","1","ORF"
"RET1","chrXV","730008","733457","-1","ORF"
"COG2","chrVII","730033","730821","-1","ORF"
"","chrII","730387","732453","1","ORF"
"SNT309","chrXVI","730492","731019","1","ORF"
"","chrX","730515","730877","1","ORF"
"HPR1","chrIV","730578","732836","1","ORF"
"HRI1","chrXII","730825","731559","1","ORF"
"","chrVII","731137","731210","1","tRNA gene"
"RPL11A","chrXVI","731224","731748","-1","ORF"
"MEP1","chrVII","731449","732927","-1","ORF"
"BIO5","chrXIV","731618","733303","-1","ORF"
"","chrXII","732090","732190","1","tRNA gene"
"","chrXII","732191","732553","-1","ORF"
"PRE2","chrXVI","732349","733212","1","ORF"
"RPS10B","chrXIII","732414","733141","1","ORF"
"HXT16","chrX","732440","734143","1","ORF"
"MET17","chrXII","732542","733876","1","ORF"
"RGD1","chrII","732639","734639","-1","ORF"
"","chrXIII","733268","733456","1","ORF"
"BIO4","chrXIV","733356","734069","-1","ORF"
"","chrVII","733412","733627","1","ORF"
"PEP5","chrXIII","733545","736634","1","ORF"
"RUB1","chrIV","733618","733924","-1","ORF"
"FHL1","chrXVI","733623","736433","-1","ORF"
"PTP2","chrXV","733925","736177","1","ORF"
"","chrVII","733935","735143","1","ORF"
"MTQ2","chrIV","734138","734803","1","ORF"
"BIO3","chrXIV","734291","735733","1","ORF"
"","chrXII","734802","734875","1","tRNA gene"
"TAE1","chrII","734832","735530","-1","ORF"
"DOP1","chrIV","734901","739997","-1","ORF"
"ACO1","chrXII","735212","737548","-1","ORF"
"","chrVII","735630","735758","-1","ORF"
"MIC12","chrII","735720","736040","-1","ORF"
"SOR1","chrX","736044","737117","1","ORF"
"SHM1","chrII","736264","737736","1","ORF"
"","chrVII","736340","736411","1","tRNA gene"
"NPT1","chrXV","736437","737726","-1","ORF"
"PPT1","chrVII","736662","738203","-1","ORF"
"MNT4","chrXIV","736803","738545","1","ORF"
"FUS2","chrXIII","736926","738959","1","ORF"
"COG4","chrXVI","736984","739569","-1","ORF"
"YPT10","chrII","737770","738369","-1","ORF"
"MPH3","chrX","738008","739816","-1","ORF"
"STT4","chrXII","738161","743863","-1","ORF"
"RPB10","chrXV","738320","738532","1","ORF"
"TSC10","chrII","738582","739544","1","ORF"
"MGM1","chrXV","738924","741569","-1","ORF"
"","chrVII","739122","739195","1","tRNA gene"
"TRI1","chrXIII","739185","739865","1","ORF"
"REI1","chrII","739841","741022","1","ORF"
"SLM6","chrII","739936","740388","-1","ORF"
"ASN2","chrVII","739944","741662","1","ORF"
"FRE4","chrXIV","739951","742110","1","ORF"
"ISR1","chrXVI","740061","741392","1","ORF"
"RNH1","chrXIII","740266","741312","1","ORF"
"PEX7","chrIV","740473","741600","-1","ORF"
"MRPL37","chrII","741299","741616","1","ORF"
"YTH1","chrXVI","741438","742064","-1","ORF"
"RNA1","chrXIII","741512","742735","-1","ORF"
"SAN1","chrIV","742042","743874","-1","ORF"
"SDH8","chrII","742160","742576","-1","ORF"
"VSB1","chrVII","742325","745435","1","ORF"
"RPN7","chrXVI","742454","743743","1","ORF"
"BIT2","chrII","742761","744398","-1","ORF"
"COS5","chrX","742848","743999","-1","ORF"
"","chrXIV","742881","743540","-1","ORF"
"STE4","chrXV","742910","744181","1","ORF"
"TAF9","chrXIII","742971","743444","1","ORF"
"BCH1","chrXIII","743749","745923","1","ORF"
"UBC12","chrXII","744151","744851","1","ORF"
"","chrXVI","744175","744387","1","ORF"
"","chrXVI","744284","744355","1","tRNA gene"
"MKC7","chrIV","744311","746101","-1","ORF"
"PUL3","chrXIV","744360","745343","-1","ORF"
"SAS5","chrXV","744535","745281","-1","ORF"
"GLD1","chrXVI","744689","745573","1","ORF"
"EFM2","chrII","744852","746111","1","ORF"
"","chrX","744911","745261","-1","ORF"
"SPR2","chrXV","745593","746303","-1","ORF"
"CDA1","chrXII","745620","746525","1","ORF"
"RPC40","chrXVI","745828","746835","-1","ORF"
"","chrVII","745835","746527","1","ORF"
"DFG5","chrXIII","746353","747729","1","ORF"
"HSM3","chrII","746361","747803","-1","ORF"
"AIM41","chrXV","746725","747282","-1","ORF"
"TAF12","chrIV","746738","748357","1","ORF"
"","chrVII","746798","747736","1","ORF"
"DPA10","chrXII","746848","747111","-1","ORF"
"PUL4","chrXIV","746943","748766","1","ORF"
"DBF20","chrXVI","747306","749000","1","ORF"
"RUD3","chrXV","747525","748979","-1","ORF"
"","chrXIII","747892","747963","-1","tRNA gene"
"CDA2","chrXII","747937","748875","1","ORF"
"UTP8","chrVII","747950","750091","-1","ORF"
"UBX7","chrII","748061","749371","-1","ORF"
"RNT1","chrXIII","748262","749677","-1","ORF"
"SWI5","chrIV","748613","750742","-1","ORF"
"IMH1","chrXII","749034","751769","-1","ORF"
"","chrXIV","749136","750008","-1","ORF"
"MRD1","chrXVI","749256","751919","-1","ORF"
"RFC1","chrXV","749301","751886","1","ORF"
"CHK1","chrII","749594","751177","1","ORF"
"CUS1","chrXIII","749930","751240","-1","ORF"
"","chrXIV","750350","753700","-1","ORF"
"SYF2","chrVII","750400","751047","1","ORF"
"RIF1","chrII","751356","757106","-1","ORF"
"","chrVII","751394","753844","-1","ORF"
"","chrXV","751476","751895","-1","ORF"
"EKI1","chrIV","751631","753235","1","ORF"
"YHM2","chrXIII","751961","752905","1","ORF"
"STE13","chrXV","752214","755009","-1","ORF"
"CDC25","chrXII","752224","756993","-1","ORF"
"PIS1","chrXVI","752257","752919","1","ORF"
"RPL20A","chrXIII","753225","754220","-1","ORF"
"","chrXVI","753301","754248","1","ORF"
"KGD2","chrIV","753675","755066","-1","ORF"
"","chrXIV","753725","755035","-1","ORF"
"","chrXIII","754297","754386","1","ORF"
"FHN1","chrVII","754726","755250","1","ORF"
"ZRC1","chrXIII","754838","756166","-1","ORF"
"RGC1","chrXVI","754877","758128","1","ORF"
"RCN2","chrXV","755328","756125","1","ORF"
"","chrIV","755555","756262","-1","ORF"
"PHB1","chrVII","755589","756452","-1","ORF"
"NUM1","chrIV","755628","763874","1","ORF"
"DSE4","chrXIV","755746","759099","-1","ORF"
"MCT1","chrXV","756476","757558","-1","ORF"
"PEX4","chrVII","756896","757447","1","ORF"
"","chrXIII","757250","758317","1","ORF"
"","chrXII","757265","757612","-1","ORF"
"PPS1","chrII","757620","760043","-1","ORF"
"ATG39","chrXII","757637","758833","-1","ORF"
"CAF130","chrVII","757770","761138","1","ORF"
"ODC2","chrXV","758330","759253","1","ORF"
"COA6","chrXIII","758517","758831","-1","ORF"
"","chrXIII","758563","759183","1","ORF"
"RRG8","chrXVI","758648","759481","1","ORF"
"SNR35","chrXV","759326","759529","-1","snoRNA gene"
"MRPL15","chrXII","759480","760241","1","ORF"
"DSC3","chrXV","759782","760660","1","ORF"
"FAA4","chrXIII","759807","761891","1","ORF"
"HOB2","chrXVI","760025","767494","1","ORF"
"","chrXIV","760067","760885","-1","ORF"
"","chrII","760215","760616","-1","ORF"
"DPB3","chrII","760294","760899","1","ORF"
"","chrXII","760355","760642","-1","ORF"
"SPH1","chrXII","760750","762342","-1","ORF"
"RPB8","chrXV","760825","761265","-1","ORF"
"BSC5","chrXIV","761123","762592","-1","ORF"
"PAF1","chrII","761257","762594","1","ORF"
"PRE9","chrVII","761392","762168","1","ORF"
"","chrXV","761392","761721","1","ORF"
"ISU2","chrXV","761614","762084","-1","ORF"
"SNR86","chrXIII","762110","763113","-1","snoRNA gene"
"LSB1","chrVII","762428","763153","1","ORF"
"CDC3","chrXII","762575","764137","-1","ORF"
"SAF1","chrII","762784","764697","-1","ORF"
"HER1","chrXV","762825","766565","1","ORF"
"","chrVII","762888","763262","1","ORF"
"RKR1","chrXIII","763351","768039","-1","ORF"
"TPO2","chrVII","763762","765606","-1","ORF"
"CTH1","chrIV","764178","765155","-1","ORF"
"NKP2","chrXII","764808","765269","1","ORF"
"DUG2","chrII","764970","767606","-1","ORF"
"TAD3","chrXII","765266","766358","-1","ORF"
"PDR18","chrXIV","765375","769376","1","ORF"
"","chrXII","765655","766089","1","ORF"
"GIR2","chrIV","765706","766503","1","ORF"
"","chrVII","765726","766064","1","ORF"
"EST2","chrXII","766542","769196","1","ORF"
"ENT5","chrIV","766736","767971","-1","ORF"
"MCP1","chrXV","766869","767777","-1","ORF"
"CBF2","chrVII","767429","770299","1","ORF"
"MRI1","chrXVI","767752","768987","1","ORF"
"MRPL27","chrII","768240","768680","1","ORF"
"","chrXIII","768369","768441","-1","tRNA gene"
"","chrIV","768403","768753","-1","ORF"
"WTM2","chrXV","768409","769812","1","ORF"
"CPR1","chrIV","768512","769000","-1","ORF"
"SSH1","chrII","768943","770415","-1","ORF"
"","chrXVI","769207","769302","-1","tRNA gene"
"","chrXIII","769283","769426","1","ORF"
"BUD6","chrXII","769318","771684","-1","ORF"
"RPA14","chrIV","769525","769938","1","ORF"
"","chrIV","769931","770332","1","ORF"
"HOM2","chrIV","770357","771454","1","ORF"
"","chrXIV","770440","771468","-1","ORF"
"VPS62","chrVII","770569","771972","1","ORF"
"WTM1","chrXV","770800","772113","1","ORF"
"GAD1","chrXIII","770801","772558","1","ORF"
"","chrII","771239","773632","1","ORF"
"CLB2","chrXVI","771653","773128","1","ORF"
"SAC3","chrIV","771877","775782","1","ORF"
"MMS22","chrXII","771940","776304","1","ORF"
"BTN2","chrVII","772454","773686","1","ORF"
"MKK1","chrXV","772601","774127","1","ORF"
"HXT17","chrXIV","772657","774351","1","ORF"
"GTO3","chrXIII","772915","774015","1","ORF"
"","chrXV","773163","773363","-1","ORF"
"CLB5","chrXVI","773875","775182","-1","ORF"
"","chrII","773922","774356","1","ORF"
"","chrVII","774349","774421","1","tRNA gene"
"MGE1","chrXV","774573","775259","1","ORF"
"APE3","chrII","774700","776313","1","ORF"
"HOR7","chrXIII","774752","774931","1","ORF"
"MAN2","chrXIV","774792","776300","-1","ORF"
"SKN1","chrVII","775193","777508","1","ORF"
"MLO1","chrXIII","775315","775719","-1","ORF"
"","chrXVI","775765","775836","-1","tRNA gene"
"KIN4","chrXV","775846","778248","1","ORF"
"","chrXIII","775946","777190","-1","ORF"
"SSY1","chrIV","776163","778721","1","ORF"
"","chrII","776571","777854","1","ORF"
"SFH1","chrXII","776584","777864","-1","ORF"
"AIF1","chrXIV","777602","778738","-1","ORF"
"","chrXIII","777615","777923","-1","ORF"
"VPS65","chrXII","777628","777942","1","ORF"
"GFD1","chrXIII","778001","778567","1","ORF"
"APM3","chrII","778012","779463","-1","ORF"
"CWC24","chrXII","778173","778952","-1","ORF"
"RPL33B","chrXV","778555","779405","-1","ORF"
"THI22","chrXVI","778583","780301","1","ORF"
"COX7","chrXIII","778945","779127","-1","ORF"
"ACL4","chrIV","779043","780206","1","ORF"
"PEX30","chrXII","779215","780786","1","ORF"
"SUF4","chrVII","779616","779687","1","tRNA gene"
"PET111","chrXIII","779629","782031","-1","ORF"
"SNF5","chrII","779667","782384","1","ORF"
"IRC13","chrXV","779870","780184","1","ORF"
"COS10","chrXIV","779916","781040","1","ORF"
"SNR17A","chrXV","780107","780596","1","snoRNA gene"
"NBP2","chrIV","780390","781100","-1","ORF"
"THI4","chrVII","780399","781379","1","ORF"
"DFR1","chrXV","780906","781541","1","ORF"
"RPL38","chrXII","781143","781379","-1","ORF"
"CWC15","chrIV","781423","781950","1","ORF"
"","chrXIV","781511","781603","-1","ORF"
"ENP2","chrVII","781767","783890","1","ORF"
"PAU6","chrXIV","781918","782280","1","ORF"
"HES1","chrXV","781994","783298","1","ORF"
"SEC1","chrIV","782041","784215","-1","ORF"
"AXL1","chrXVI","782045","785671","1","ORF"
"","chrXII","782174","782896","1","ORF"
"BSD2","chrII","782591","783556","1","ORF"
"ROY1","chrXIII","782620","784281","-1","ORF"
"TMA10","chrXII","783127","783387","-1","ORF"
"","chrXIV","783287","783541","-1","ORF"
"CTP1","chrII","783673","784572","-1","ORF"
"","chrXV","783677","784588","1","ORF"
"ECL1","chrVII","784223","784858","-1","ORF"
"","chrXII","784354","784453","1","tRNA gene"
"TRM732","chrXIII","784621","788883","-1","ORF"
"","chrII","784702","785073","-1","ORF"
"ABP140","chrXV","784857","786744","1","ORF"
"TRM82","chrIV","784871","786205","1","ORF"
"NMA1","chrXII","784913","786118","1","ORF"
"","chrVII","785276","785437","-1","ORF"
"","chrXV","785654","786742","1","ORF"
"NAT2","chrVII","786054","786920","-1","ORF"
"","chrXVI","786141","786575","-1","ORF"
"CTR1","chrXVI","786208","787428","1","ORF"
"SEC5","chrIV","786306","789221","-1","ORF"
"REC102","chrXII","786442","787333","1","ORF"
"MET7","chrXV","786995","788641","1","ORF"
"VBA2","chrII","787006","788430","1","ORF"
"RPL24B","chrVII","787312","787779","-1","ORF"
"CHS5","chrXII","787664","789679","1","ORF"
"YLH47","chrXVI","787961","789325","1","ORF"
"SSP2","chrXV","788742","789857","-1","ORF"
"GPC1","chrVII","789031","790329","1","ORF"
"","chrXVI","789077","789385","-1","ORF"
"SUL1","chrII","789235","791814","1","ORF"
"TIF11","chrXIII","789378","789839","-1","ORF"
"TAF10","chrIV","789449","790069","1","ORF"
"","chrXVI","790083","791120","1","ORF"
"TPS3","chrXIII","790205","793369","-1","ORF"
"PUS7","chrXV","790211","792241","-1","ORF"
